gene	gene_symb	major_transcript	minor_transcript	iso_ratio	diff	maj_pval	min_pval	p_value	corr	final_sp	event_importance	exclusive_domains	adj_pval
10498	CARM1	ENST00000590699.5	ENST00000586298.1	0.25	0.06638357225358535	0.0002504104344780389	0.25439453769652903	0.0006685147026285401	0.7784967991643376	3	0.191350252779662	[]	0.0006669122622904278
4940	OAS3	ENST00000679547.1	ENST00000679562.1	0.25	0.2646976031819468	0.0002539648161366593	0.13169476927948262	0.0006771088774432638	0.7066334694079265	3	0.34827419605878096	[]	0.0006754744389740991
6464	SHC1	ENST00000368453.8	ENST00000414115.5	0.25	0.052616113158684905	0.00025398901175387607	0.000437899189674005	0.0006771673374512008	0.8803845498995012	3	0.35918081645762306	['PF00017']	0.0006755281983716703
6464	SHC1	ENST00000368453.8	ENST00000448116.7	0.25	0.10943913361594844	0.00025398901175387607	0.0018648216808645377	0.0006771673374512008	0.9287289210622744	3	0.46422819736277393	[]	0.0006755281983716703
6464	SHC1	ENST00000368453.8	ENST00000368450.5	0.25	0.11535772237985895	0.00025398901175387607	0.0003078667369530527	0.0006771673374512008	0.973481794966092	3	0.5122997071507605	[]	0.0006755281983716703
55500	ETNK1	ENST00000673406.1	ENST00000671733.1	0.25	0.08276906151252446	0.00025503861787417925	0.005565018193256897	0.0006797027792495736	0.905707594813339	3	0.3323253648796248	['PF01633']	0.0006780483497885069
5144	PDE4D	ENST00000636120.1	ENST00000546160.5	0.25	0.05737596018934945	0.000255296905862075	0.005210038124617491	0.0006803265372334117	0.5688495137803021	2	0.8374429352875812	[]	0.0006786682991311042
11180	WDR6	ENST00000610967.4	ENST00000608424.6	0.25	0.1321934016562633	0.00025661266113298134	0.04592819316231543	0.0006835030353249133	0.8860719619164494	3	0.7279479382231752	[]	0.0006818278504661199
4646	MYO6	ENST00000430435.1	ENST00000664640.1	0.25	0.07245918943575942	0.0002594630401862767	0.0016588288159064583	0.0006903786510695315	0.9419242984736852	3	0.21742460351545534	['PF16521', 'PF00063']	0.0006886563999604318
55975	KLHL7	ENST00000521082.5	ENST00000322275.9	0.25	0.09869953340317535	0.00025971756870741424	0.0009061749717652452	0.000690992236632782	0.5581561025174132	2	0.9142615300790276	['PF00651']	0.0006892614759705902
54629	MINDY2	ENST00000450403.3	ENST00000316848.9	0.25	0.15441201032249377	0.0002624669345549233	0.0004090767072764328	0.0006976161021323162	0.902816863420044	3	0.1441316737625345	['PF04424']	0.0006958617045902916
81856	ZNF611	ENST00000596702.5	ENST00000600943.5	0.25	0.117790826433716	0.00026324299311935846	0.00014875605863370702	0.0006994845024860447	0.5957952978047292	1	0.15869729013567066	[]	0.000697720696441114
25989	ULK3	ENST00000565790.5	ENST00000563301.5	0.25	0.09960027698336456	0.00026341879030563855	0.007675694088768146	0.0006999076636097937	0.8605827581007898	3	0.227430078250654	[]	0.0006981333653069005
55753	OGDHL	ENST00000374103.9	ENST00000432695.2	0.75	0.4986688655844973	8.946057834833118e-05	8.946057834833134e-05	0.0007118419304540257	0.8997883319252105	3	0.720400965823182	['PF16078']	0.0007100086204283139
55753	OGDHL	ENST00000432695.2	ENST00000374103.9	0.75	0.4986688655844973	8.946057834833134e-05	8.946057834833118e-05	0.0007118419304540266	0.8997883319252105	3	0.7204009658231819	['PF16078']	0.0007100086204283139
6596	HLTF	ENST00000392912.6	ENST00000310053.10	0.25	0.12380091579011848	0.000274297734556916	0.012062297238349399	0.0007260380413542497	0.6845414703792382	3	0.7970550331889364	[]	0.0007241290615999517
143162	FRMPD2	ENST00000305531.3	ENST00000636244.1	0.5	0.540622330828681	0.00013919758845325008	0.08359898616915715	0.0007358515783747369	0.8942412447239926	2	0.4937605366435489	[]	0.0007339118411514125
5413	SEPTIN5	ENST00000431124.5	ENST00000455784.7	0.25	0.0865714533742532	0.0002813569359863255	0.532537037090619	0.0007429357082817754	0.6755379409599697	3	0.5064174441963496	[]	0.0007409722946517736
9986	RCE1	ENST00000524506.5	ENST00000309657.8	0.25	0.08949681433925794	0.00028353967901950097	0.11726088262483267	0.0007481515429348814	0.6130112128913716	2	0.7056990056781766	[]	0.0007461667888450313
84172	POLR1B	ENST00000458012.2	ENST00000438748.5	0.25	0.07714316906465869	0.00029010455493936406	0.05777027699334843	0.0007638136374399846	0.7087836453850552	3	0.32155515719597105	['PF00562', 'PF06883', 'PF04563']	0.0007617693335786183
56342	PPAN	ENST00000444703.1	ENST00000446223.5	0.25	0.07088004923936439	0.000290343922801827	0.11972002920386667	0.0007643840002555372	0.7748655464117501	3	0.17200143992051756	['PF04427']	0.0007623355964788791
27434	POLM	ENST00000395831.7	ENST00000458246.5	0.25	0.07026831931824211	0.0002935327505002157	0.08134543885380849	0.0007719776092948126	0.6598529268609766	3	0.20204443160246835	['PF14791', 'PF14716']	0.0007698880646003209
6464	SHC1	ENST00000368450.5	ENST00000444179.5	0.25	0.11417848168524239	0.0003078667369530527	0.0035905116457250652	0.0008060057312005168	0.8433672701157721	3	0.8313224540269871	['PF00017']	0.0008037670977411367
6464	SHC1	ENST00000368450.5	ENST00000368453.8	0.25	0.11535772237985895	0.0003078667369530527	0.00025398901175387607	0.0008060057312005168	0.973481794966092	3	0.5122997071507605	[]	0.0008037670977411367
1981	EIF4G1	ENST00000413967.5	ENST00000392537.6	0.25	0.06298843855823444	0.00030996611008317864	0.08878019797251911	0.0008109753337246926	0.8419542306866731	3	0.18600548446202292	['PF02020', 'PF02847', 'PF02854']	0.0008087037859067213
1981	EIF4G1	ENST00000413967.5	ENST00000441154.5	0.25	0.11329083351705357	0.00030996611008317864	7.385828027515445e-05	0.0008109753337246926	0.9047777210032634	3	0.40398454476056916	['PF02020', 'PF02847', 'PF02854']	0.0008087037859067213
1981	EIF4G1	ENST00000413967.5	ENST00000350481.9	0.25	0.07449579678822113	0.00030996611008317864	0.003055669440885612	0.0008109753337246926	0.9392046736539466	3	0.1681388547262874	['PF02020', 'PF02847', 'PF02854']	0.0008087037859067213
1981	EIF4G1	ENST00000413967.5	ENST00000435046.7	0.25	0.0718108342908199	0.00030996611008317864	0.0005024548238709414	0.0008109753337246926	0.9590157483550744	3	0.1675339565664611	['PF02020', 'PF02847', 'PF02854']	0.0008087037859067213
1981	EIF4G1	ENST00000413967.5	ENST00000414031.5	0.25	0.09188692146638798	0.00030996611008317864	0.011619621640262158	0.0008109753337246926	0.9513625376933632	3	0.3585295021364431	['PF02020', 'PF02847', 'PF02854']	0.0008087037859067213
23265	EXOC7	ENST00000589210.6	ENST00000332065.9	0.25	0.1387075477297582	0.0003214062667130295	0.002960426780346991	0.0008379944411050957	0.8328349712068365	3	0.7773226756460987	[]	0.0008355005107870975
27145	FILIP1	ENST00000370020.1	ENST00000393004.6	0.75	0.2820001216049862	0.00010903483263823419	0.1682945861807005	0.0008514141835279045	0.6962876328202766	3	0.46912499956938103	[]	0.0008488659832789235
22994	CEP131	ENST00000575907.5	ENST00000269392.8	0.25	0.08006834259504245	0.00032787214823441644	0.508228179696625	0.0008532201486018736	0.5805574104953336	1	0.46528070889324413	[]	0.000850663670827275
200312	RNF215	ENST00000630264.1	ENST00000631046.2	0.25	0.16297534742918454	0.0003319048701890131	0.004392727497860979	0.0008627001265972654	0.8534547636699076	1	0.27353495253691745	[]	0.0008600891049910933
3337	DNAJB1	ENST00000254322.3	ENST00000676577.1	0.25	0.38013608147871847	0.0003327710578725255	0.006435064705337618	0.0008647347262779392	0.965276477600787	3	0.6453236150394129	['PF00226']	0.0008621117243913786
80148	SLC66A2	ENST00000590381.5	ENST00000474967.5	0.5	0.07759097987705761	0.000166865433753358	0.006563613052136909	0.0008669885775157875	0.9493866173617423	3	0.1140689488000311	['PF04193']	0.0008643441450186178
6138	RPL15	ENST00000644185.1	ENST00000436146.2	0.25	0.25082239605044443	0.0003345216916404727	0.004147059501635219	0.0008688450937430495	0.9827089388136393	3	0.6017040765434108	[]	0.0008661891485205219
6138	RPL15	ENST00000644185.1	ENST00000434031.6	0.25	0.063680710960653	0.0003345216916404727	0.06959543868959203	0.0008688450937430495	0.8214717389085333	3	0.7134912155450548	[]	0.0008661891485205219
85015	USP45	ENST00000508908.1	ENST00000327681.10	0.25	0.08548165132424299	0.0003362227075195815	0.0796646648853399	0.0008728367677856423	0.7835768207767199	3	0.4076351420085996	['PF00443', 'PF02148']	0.0008701627435640499
10484	SEC23A	ENST00000557437.1	ENST00000555017.5	0.25	0.058557966767869556	0.00033824847299704505	0.16302352005747817	0.0008775877067582708	0.6697186763825718	3	0.17506583729044828	['PF04810', 'PF04811']	0.0008748725372080788
4940	OAS3	ENST00000679547.1	ENST00000680230.1	0.5	0.15411466815187547	0.00017347471027250063	0.1741401156536552	0.000897959390311464	0.8064819381264448	2	0.3832519246413748	[]	0.000895169100524174
21	ABCA3	ENST00000301732.10	ENST00000382381.7	0.25	0.1939951443657169	0.00035902121909117804	0.023873475797937794	0.0009261332393968268	0.9080226602673672	3	0.16251697759531114	[]	0.000923227341865491
7082	TJP1	ENST00000614355.5	ENST00000356107.11	0.25	0.15263410040066566	0.00036082934538160565	0.0009083733990232067	0.0009303443246229177	0.9502255950254087	3	0.6306145087264735	[]	0.0009274158178307362
84223	IQCG	ENST00000453254.5	ENST00000455191.5	0.25	0.09847965285255206	0.00037591219769777124	0.24771310009344416	0.0009653847498791808	0.7272754372163545	3	0.7345377166444175	['PF00612']	0.0009622939430505974
84223	IQCG	ENST00000453254.5	ENST00000452735.1	0.25	0.09784476707036084	0.00037591219769777124	0.17503362988889964	0.0009653847498791808	0.6794247780772381	3	0.4840941185407174	[]	0.0009622939430505974
10055	SAE1	ENST00000597808.5	ENST00000598840.5	0.25	0.17288336088340112	0.00038955283924468095	0.0012014042027319021	0.0009969441524623176	0.8243589602061375	3	0.7561503137099282	[]	0.000993698603116679
5494	PPM1A	ENST00000531937.1	ENST00000528241.2	0.5	0.06974713011553471	0.0001983766410899999	0.00012108573880292233	0.0010135548900775326	0.944306561247167	1	0.2379173101675075	[]	0.001010221142223381
133396	IL31RA	ENST00000651239.1	ENST00000396834.6	0.5	0.12165734947022154	0.00020232551033081612	0.20774916309650918	0.0010317366740918985	0.6496841213623353	2	0.12535521150729412	[]	0.001028308388977203
54522	ANKRD16	ENST00000380094.10	ENST00000380092.8	0.25	0.3595361423868107	0.00040536322801169194	9.52148996466693e-05	0.0010333743771576203	0.8828911554884137	2	0.8017359951429304	[]	0.001029933692328142
54629	MINDY2	ENST00000316848.9	ENST00000450403.3	0.25	0.15441201032249377	0.0004090767072764328	0.0002624669345549233	0.0010419083748081368	0.902816863420044	3	0.1441316737625345	['PF04424']	0.0010383936756081821
84447	SYVN1	ENST00000526060.5	ENST00000531018.5	0.25	0.17378739857644326	0.0004190194662288901	0.004213518324183769	0.0010647166831083679	0.7615139638010268	3	0.7670725129952222	['PF13639']	0.0010610999527010895
387119	CEP85L	ENST00000434604.5	ENST00000368488.9	0.25	0.3778594153381109	0.0004234524413591052	0.14359067916409912	0.0010748666627867641	0.6264122127579598	1	0.6450299940038684	[]	0.0010712118353267436
9120	SLC16A6	ENST00000327268.8	ENST00000580666.6	0.25	0.2772061653682644	0.0004257612358236945	0.003661093198742078	0.001080148400972262	0.9503883691917471	1	0.41581344960206507	[]	0.0010764537956874218
3241	HPCAL1	ENST00000622018.4	ENST00000613496.4	0.25	0.5620102513041387	0.00043166121783196147	1.282587362904066e-05	0.0010936313779993535	0.9758835296403215	1	0.5239699504523225	[]	0.0010898759274628551
3241	HPCAL1	ENST00000622018.4	ENST00000307845.8	0.25	0.07210588250128372	0.00043166121783196147	0.12785688322552802	0.0010936313779993535	0.6292676916801092	1	0.4732175515281136	[]	0.0010898759274628551
7156	TOP3A	ENST00000542570.5	ENST00000584582.5	0.25	0.054875000261416715	0.00043454309488585944	0.12307117715041938	0.001100209862624353	0.6858263914835628	3	0.44685713470930966	['PF01396', 'PF01131', 'PF06839', 'PF01751']	0.00109640959828248
6464	SHC1	ENST00000414115.5	ENST00000368453.8	0.25	0.052616113158684905	0.000437899189674005	0.00025398901175387607	0.0011078648279433333	0.8803845498995012	3	0.359180816457623	['PF00017']	0.0011039896358580872
8859	STK19	ENST00000519179.6	ENST00000375333.3	0.25	0.06780188492562304	0.000451929897201062	0.15219791634004762	0.0011397985924660485	0.6742828376832043	2	0.2726900589626161	['PF10494']	0.00113573495469345
8663	EIF3C	ENST00000566866.5	ENST00000331666.11	0.25	0.20640093820978594	0.000459463940754192	0.00015462968862516954	0.0011569008494289388	0.9289955097429409	3	0.5175318191889025	[]	0.001152717816017882
4123	MAN2C1	ENST00000566634.5	ENST00000562071.5	0.5	0.08467724195185759	0.00023041344856050477	0.12414320138515315	0.0011599914425086504	0.766027201041157	1	0.22384323182126709	[]	0.001155785518702843
64421	DCLRE1C	ENST00000396817.6	ENST00000378254.5	0.5	0.08806923455897846	0.0002306309411738172	0.013969276085053859	0.0011609775877970243	0.7042222542409334	3	0.28468952566459316	[]	0.001156760271319449
89876	CFAP91	ENST00000475093.5	ENST00000273390.9	0.25	0.32306608146935356	0.0004679562562418388	0.044574217829023065	0.0011761413776574298	0.9104991859462022	3	0.4659620417410649	['PF14738']	0.0011718412607149178
9221	NOLC1	ENST00000605788.6	ENST00000405356.5	0.25	0.0718751688548698	0.00048077491497445753	0.01430135656308422	0.001205111088269902	0.7396615287867941	3	0.37601473095960875	[]	0.0012006401405757726
7417	VDAC2	ENST00000543351.5	ENST00000332211.10	0.25	0.14045320858700686	0.00048388614142221177	0.01210077729342421	0.0012121293750249635	0.9587664631731575	3	0.6936064080526558	[]	0.001207624228072986
642	BLMH	ENST00000577290.1	ENST00000577623.5	0.25	0.05082063453959907	0.0004860601600319482	0.10442265368576353	0.0012170305435742705	0.6239088552718067	3	0.1035410497521819	['PF03051']	0.001212482596849404
10175	CNIH1	ENST00000557690.5	ENST00000553660.5	0.25	0.06260248837385982	0.00048673208727229456	0.0784194392394693	0.0012185448629112646	0.7316721592115849	3	0.6485579979315539	[]	0.0012139871549476022
60686	C14orf93	ENST00000554179.5	ENST00000397379.7	0.25	0.08363011146983902	0.0004913175187434494	0.030127521196858135	0.0012288728541804883	0.671314618525127	3	0.4620764976012869	['PF15394']	0.0012242310082682404
60686	C14orf93	ENST00000554179.5	ENST00000555998.5	0.25	0.08363011146983902	0.0004913175187434494	0.0251834873987937	0.0012288728541804883	0.7550929515105489	3	0.1996910786570325	['PF15394']	0.0012242310082682404
112703	FAM71E1	ENST00000600100.6	ENST00000602178.5	0.25	0.8802421016294474	0.0004976135356611437	0.0004976135356611446	0.0012430362703293812	0.8829491500166821	1	0.5370708089840084	['PF12480']	0.001238320000662872
112703	FAM71E1	ENST00000602178.5	ENST00000600100.6	0.25	0.8802421016294474	0.0004976135356611446	0.0004976135356611437	0.0012430362703293829	0.8829491500166821	1	0.5370708089840084	['PF12480']	0.001238320000662872
9873	FCHSD2	ENST00000409418.9	ENST00000422375.1	0.25	0.056772778520674826	0.0004980919075896484	0.06501447795358127	0.0012441115907075734	0.7321358523520848	2	0.7891678403602189	['PF00018', 'PF14604']	0.0012393828642706807
9873	FCHSD2	ENST00000409418.9	ENST00000311172.11	0.25	0.10232237850502474	0.0004980919075896484	0.012396552574372385	0.0012441115907075734	0.9560433396038249	2	0.749179816660967	['PF00611']	0.0012393828642706807
11156	PTP4A3	ENST00000680615.1	ENST00000681443.1	0.25	0.061191077992026964	0.0005010043299618956	0.011469829581503119	0.0012506558783418617	0.7879811950829169	3	0.2825264938324084	['PF00782']	0.001245893856908754
11156	PTP4A3	ENST00000680615.1	ENST00000524028.1	0.25	0.061191077992026964	0.0005010043299618956	0.3759930755615818	0.0012506558783418617	0.5322563618173318	3	0.15906826541571345	['PF00782']	0.001245893856908754
1981	EIF4G1	ENST00000435046.7	ENST00000413967.5	0.25	0.0718108342908199	0.0005024548238709414	0.00030996611008317864	0.0012539135948242328	0.9590157483550744	3	0.1675339565664611	['PF02020', 'PF02847', 'PF02854']	0.0012491096193097836
1981	EIF4G1	ENST00000435046.7	ENST00000676453.1	0.25	0.0718108342908199	0.0005024548238709414	0.00016471238124433446	0.0012539135948242328	0.9323298269301349	3	0.23028167021648754	['PF02020', 'PF02847', 'PF02854']	0.0012491096193097836
54973	INTS11	ENST00000527098.5	ENST00000527719.5	0.25	0.11165461943121185	0.0005044507221967357	0.0036016956369065416	0.00125839454407372	0.8924024339040967	3	0.3420482981622519	['PF16661']	0.00125348443460355
126969	SLC44A3	ENST00000532670.1	ENST00000529450.5	0.25	0.05915301714861776	0.0005089874353574731	0.5096330613007536	0.0012685724916178419	0.6530967150257755	2	0.5339774039934948	[]	0.001263558607424817
126969	SLC44A3	ENST00000532670.1	ENST00000271227.11	0.25	0.07306075577598854	0.0005089874353574731	0.04373228862993885	0.0012685724916178419	0.7240555014268887	2	0.4637615473031287	[]	0.001263558607424817
54536	EXOC6	ENST00000458552.1	ENST00000671701.1	0.25	0.18643159584184682	0.0005123509039354524	0.029184289103763257	0.0012761117777103073	0.522707227821733	1	0.4812570245995479	[]	0.0012710509107644059
54536	EXOC6	ENST00000458552.1	ENST00000672817.1	0.25	0.2315898298132047	0.0005123509039354524	0.019990345494607056	0.0012761117777103073	0.5574706659461413	1	0.5745079950314947	[]	0.0012710509107644059
10897	YIF1A	ENST00000359461.10	ENST00000431556.6	0.25	0.14325310784928347	0.0005127779939881844	0.00294614110482185	0.0012770687133858716	0.9547260360191512	3	0.5186563162405633	[]	0.0012719868538832453
90580	TIMM29	ENST00000588807.1	ENST00000270502.7	0.25	0.34996362353686394	0.000516730305320115	0.0005167303053201153	0.0012859200311753746	0.9284567006990906	3	0.7434491280737423	['PF10171']	0.0012807769744514882
90580	TIMM29	ENST00000270502.7	ENST00000588807.1	0.25	0.34996362353686394	0.0005167303053201153	0.000516730305320115	0.0012859200311753775	0.9284567006990906	3	0.7434491280737423	['PF10171']	0.0012807769744514882
9734	HDAC9	ENST00000406072.5	ENST00000456174.6	0.5	0.29300727248229474	0.0002584990227524938	0.13671492979360905	0.0012865193692396767	0.6021554328782877	3	0.49789719710064506	[]	0.0012813652530739754
23370	ARHGEF18	ENST00000594665.2	ENST00000617428.4	0.25	0.12382773505285538	0.0005207620629177804	0.0044502600944806014	0.001294941484638519	0.5577372541308089	3	0.8500697801512197	[]	0.001289736189210832
54788	DNAJB12	ENST00000444643.8	ENST00000394903.6	0.25	0.33951651919214587	0.0005245360975577891	0.00013511483752271406	0.0013033791852407922	0.9728282688326049	3	0.6602647743859325	[]	0.0012981224208623381
81856	ZNF611	ENST00000596702.5	ENST00000640952.1	0.5	0.12026442555768106	0.00026324299311935846	0.1302254121369735	0.001307735935730668	0.7330718378791726	1	0.3921017187695861	['PF01352']	0.001302452794552909
